Longitude,Latitude,Speed,Distance,Time,Acc X,Acc Y,Acc Z,Heading,gyro_x,gyro_y,gyro_z
0.0,0.0,0.0,0.0,15-43-21,0.3114028,-0.26490974,0.10727668,258.0,0.026881555,-0.018328333,0.019550223
0.0,0.0,0.0,0.0,15-43-21,0.09316361,-0.09186649,0.07963753,258.0,-0.0036656666,-0.009775111,-0.024437778
0.0,0.0,0.0,0.0,15-43-22,0.09486127,-0.0916605,0.0788753,258.0,0.0,-0.010997,-0.03543478
0.0,0.0,0.0,0.0,15-43-22,0.09486127,-0.0916605,0.0788753,258.0,0.0,-0.010997,-0.03543478
0.0,0.0,0.0,0.0,15-43-22,0.09486127,-0.0916605,0.0788753,258.0,0.0,-0.010997,-0.03543478
0.0,0.0,0.0,0.0,15-43-22,0.030361176,-0.1931696,0.030906081,258.0,-0.0012218889,-0.008553222,-0.009775111
0.0,0.0,0.0,0.0,15-43-22,0.030361176,-0.1931696,0.030906081,258.0,-0.0012218889,-0.0048875557,-0.018328333
0.0,0.0,0.0,0.0,15-43-22,-0.011578441,-0.08371925,0.059923172,258.0,-0.007331333,-0.0048875557,-0.014662666
0.0,0.0,0.0,0.0,15-43-22,-0.011578441,-0.08371925,0.059923172,258.0,-0.007331333,-0.0048875557,-0.014662666
0.0,0.0,0.0,0.0,15-43-22,-0.11472821,-0.113957405,1.0206478,258.0,0.0024437779,-0.010997,-0.012218889
0.0,0.0,0.0,0.0,15-43-22,-0.13233757,-0.059972763,0.56003606,258.0,0.0024437779,-0.009775111,-0.0024437779
0.0,0.0,0.0,0.0,15-43-22,0.0723784,-0.08176899,-0.6913024,258.0,0.0036656666,0.0024437779,-0.012218889
0.0,0.0,0.0,0.0,15-43-22,-0.012379646,-0.17058563,0.69439113,258.0,0.0,-0.010997,-0.009775111
0.0,0.0,0.0,0.0,15-43-22,-0.012379646,-0.17058563,0.69439113,258.0,0.0,-0.010997,-0.009775111
0.0,0.0,0.0,0.0,15-43-22,-0.008418918,-0.07072735,-0.3435092,258.0,-0.0061094444,-0.0012218889,-0.013440778
0.0,0.0,0.0,0.0,15-43-22,0.007915497,-0.12308216,0.21932352,259.0,0.0036656666,-0.0061094444,-0.007331333
0.0,0.0,0.0,0.0,15-43-22,0.007915497,-0.12308216,0.21932352,259.0,0.0036656666,-0.0061094444,-0.007331333
0.0,0.0,0.0,0.0,15-43-22,0.038113832,-0.0886116,0.020409584,259.0,0.007331333,-0.0012218889,-0.0012218889
0.0,0.0,0.0,0.0,15-43-22,0.038113832,-0.0886116,0.020409584,259.0,0.007331333,-0.0048875557,-0.0036656666
0.0,0.0,0.0,0.0,15-43-22,0.033920646,-0.14417171,0.060051084,259.0,0.0024437779,-0.0061094444,-0.007331333
0.0,0.0,0.0,0.0,15-43-22,0.013942957,-0.1383543,0.10996175,259.0,0.008553222,-0.0036656666,0.0061094444
0.0,0.0,0.0,0.0,15-43-22,0.013942957,-0.1383543,0.10996175,259.0,0.010997,-0.0036656666,0.007331333
0.0,0.0,0.0,0.0,15-43-22,0.07051933,-0.09765053,0.018159747,259.0,0.007331333,0.0012218889,-0.0036656666
0.0,0.0,0.0,0.0,15-43-22,0.07051933,-0.09765053,0.018159747,259.0,0.007331333,0.0012218889,-0.0036656666
0.0,0.0,0.0,0.0,15-43-22,-0.023350596,-0.11266327,0.18194866,259.0,0.0,-0.013440778,-0.007331333
0.0,0.0,0.0,0.0,15-43-22,-0.036236405,-0.11237526,0.118175864,259.0,-0.007331333,-0.007331333,0.0036656666
0.0,0.0,0.0,0.0,15-43-22,-0.036236405,-0.11237526,0.118175864,259.0,-0.0024437779,-0.009775111,0.0024437779
0.0,0.0,0.0,0.0,15-43-22,0.007314563,-0.118593216,0.034610987,259.0,0.0048875557,-0.0048875557,0.0024437779
0.0,0.0,0.0,0.0,15-43-22,0.039975405,-0.11769199,0.06146872,259.0,0.0,-0.0061094444,-0.0048875557
0.0,0.0,0.0,0.0,15-43-22,0.043711424,-0.13187885,0.069777966,259.0,-0.007331333,-0.0061094444,-0.007331333
0.0,0.0,0.0,0.0,15-43-22,-0.05776143,-0.12425804,0.118994236,259.0,0.0048875557,0.0,0.0036656666
0.0,0.0,0.0,0.0,15-43-22,-0.05776143,-0.12425804,0.118994236,259.0,0.010997,-0.010997,0.0036656666
0.0,0.0,0.0,0.0,15-43-22,0.021362543,-0.12133217,0.085562825,259.0,0.010997,-0.010997,0.0036656666
0.0,0.0,0.0,0.0,15-43-22,0.024432778,-0.13631153,0.033702016,259.0,0.0012218889,-0.0061094444,-0.0012218889
0.0,0.0,0.0,0.0,15-43-22,0.034572244,-0.1555872,0.08418667,259.0,-0.0048875557,-0.0048875557,-0.0048875557
0.0,0.0,0.0,0.0,15-43-22,0.014106512,-0.09221363,0.089978814,259.0,-0.009775111,-0.009775111,-0.008553222
0.0,0.0,0.0,0.0,15-43-22,0.014106512,-0.09221363,0.089978814,259.0,-0.012218889,-0.012218889,-0.010997
0.0,0.0,0.0,0.0,15-43-22,-0.0038998127,-0.124643326,0.06359279,259.0,-0.014662666,-0.0036656666,-0.013440778
0.0,0.0,0.0,0.0,15-43-22,-0.043789625,-0.12873173,0.093892336,259.0,-0.014662666,-0.0036656666,-0.013440778
0.0,0.0,0.0,0.0,15-43-22,0.0044486523,-0.13192177,0.07361257,259.0,-0.008553222,-0.012218889,-0.0012218889
0.0,0.0,0.0,0.0,15-43-22,-0.03986919,-0.06717491,0.079934716,259.0,0.0061094444,-0.009775111,-0.018328333
0.0,0.0,0.0,0.0,15-43-22,-0.03986919,-0.06717491,0.079934716,259.0,0.0061094444,-0.009775111,-0.018328333
0.0,0.0,0.0,0.0,15-43-22,-0.040235877,-0.06573486,0.06336343,259.0,-0.008553222,-0.007331333,-0.013440778
0.0,0.0,0.0,0.0,15-43-22,-0.040235877,-0.06573486,0.06336343,259.0,-0.008553222,-0.007331333,-0.013440778
0.0,0.0,0.0,0.0,15-43-22,0.0701257,-0.09897804,0.07764387,259.0,0.0,-0.0061094444,-0.009775111
0.0,0.0,0.0,0.0,15-43-22,-0.033426046,-0.07531357,0.005098939,259.0,-0.0012218889,0.017106444,-0.009775111
0.0,0.0,0.0,0.0,15-43-22,-0.033426046,-0.07531357,0.005098939,259.0,-0.0012218889,0.017106444,-0.009775111
0.0,0.0,0.0,0.0,15-43-22,0.08040345,-0.11754322,0.13005841,259.0,-0.018328333,-0.014662666,-0.0036656666
0.0,0.0,0.0,0.0,15-43-22,0.12545955,-0.13335133,0.21376836,259.0,-0.018328333,-0.014662666,-0.0036656666
0.0,0.0,0.0,0.0,15-43-22,0.0859077,-0.12672329,0.223387,259.0,0.026881555,-0.02077211,-0.009775111
0.0,0.0,0.0,0.0,15-43-22,0.062661886,-0.05721283,0.23302984,259.0,0.014662666,-0.023215888,-0.021994
0.0,0.0,0.0,0.0,15-43-22,0.062661886,-0.05721283,0.23302984,259.0,0.014662666,-0.023215888,-0.021994
0.0,0.0,0.0,0.0,15-43-23,-0.09253025,-0.08003235,-0.07090807,259.0,0.0048875557,-0.017106444,-0.018328333
0.0,0.0,0.0,0.0,15-43-23,-0.085561275,-0.06708622,0.100704074,259.0,-0.009775111,0.0012218889,-0.009775111
0.0,0.0,0.0,0.0,15-43-23,-0.085108876,-0.06729412,0.0990597,259.0,-0.0061094444,0.0,-0.0036656666
0.0,0.0,0.0,0.0,15-43-23,-0.03923869,-0.13588619,0.13301969,259.0,-0.0012218889,-0.017106444,0.0024437779
0.0,0.0,0.0,0.0,15-43-23,-0.03923869,-0.13588619,0.13301969,259.0,-0.0012218889,-0.017106444,0.0024437779
0.0,0.0,0.0,0.0,15-43-23,0.036485314,-0.05629635,0.08825493,259.0,0.009775111,-0.0024437779,-0.0024437779
0.0,0.0,0.0,0.0,15-43-23,-0.029569507,-0.10706711,-0.0074472427,259.0,0.009775111,-0.0024437779,-0.0024437779
0.0,0.0,0.0,0.0,15-43-23,-0.060639977,-0.1170702,0.07461071,259.0,-0.0061094444,-0.0061094444,0.0
0.0,0.0,0.0,0.0,15-43-23,0.013056755,-0.10961819,0.075987935,259.0,0.0,-0.0024437779,0.0024437779
0.0,0.0,0.0,0.0,15-43-23,0.013056755,-0.10961819,0.075987935,259.0,0.0,-0.0024437779,0.0024437779
0.0,0.0,0.0,0.0,15-43-23,0.018108249,-0.14102077,0.09288764,259.0,0.0024437779,-0.008553222,-0.0048875557
0.0,0.0,0.0,0.0,15-43-23,0.062592864,-0.09517193,0.08566141,259.0,0.0024437779,-0.008553222,-0.0048875557
0.0,0.0,0.0,0.0,15-43-23,0.0046645403,-0.09608936,0.010026932,259.0,0.007331333,-0.009775111,-0.0048875557
0.0,0.0,0.0,0.0,15-43-23,-0.01763177,-0.113129616,0.06100917,259.0,0.008553222,-0.007331333,-0.0036656666
0.0,0.0,0.0,0.0,15-43-23,-0.01763177,-0.113129616,0.06100917,259.0,0.008553222,-0.007331333,-0.0036656666
0.0,0.0,0.0,0.0,15-43-23,-0.011623383,-0.14703655,0.068496466,259.0,0.0,-0.0048875557,0.0024437779
0.0,0.0,0.0,0.0,15-43-23,0.017608285,-0.14319038,0.03653705,259.0,0.0,-0.0048875557,0.0024437779
0.0,0.0,0.0,0.0,15-43-23,0.041799784,-0.09422207,0.03828299,259.0,0.0061094444,-0.009775111,-0.007331333
0.0,0.0,0.0,0.0,15-43-23,-0.0062322617,-0.11920643,0.10213494,259.0,0.0012218889,-0.0036656666,-0.0024437779
0.0,0.0,0.0,0.0,15-43-23,-0.0062322617,-0.11920643,0.10213494,259.0,0.0012218889,-0.0036656666,-0.0024437779
0.0,0.0,0.0,0.0,15-43-23,0.08648002,-0.124708176,0.06501341,259.0,0.0024437779,-0.0061094444,0.0024437779
0.0,0.0,0.0,0.0,15-43-23,0.08648002,-0.124708176,0.06501341,259.0,0.0024437779,-0.0061094444,0.0024437779
0.0,0.0,0.0,0.0,15-43-23,0.074344635,-0.11236477,0.12987423,259.0,0.0,-0.0036656666,-0.023215888
0.0,0.0,0.0,0.0,15-43-23,-0.16402245,-0.1845293,0.06387377,259.0,-0.013440778,0.010997,-0.018328333
0.0,0.0,0.0,0.0,15-43-23,-0.16402245,-0.1845293,0.06387377,259.0,-0.013440778,0.010997,-0.018328333
0.0,0.0,0.0,0.0,15-43-23,0.036780715,-0.17037868,0.24234855,259.0,-0.015884556,-0.008553222,0.0
0.0,0.0,0.0,0.0,15-43-23,0.09768903,-0.17994404,0.033664465,259.0,0.017106444,-0.019550223,-0.02077211
0.0,0.0,0.0,0.0,15-43-23,-0.01835823,-0.28006554,-0.10279918,259.0,0.010997,-0.012218889,-0.025659667
0.0,0.0,0.0,0.0,15-43-23,0.06946206,-0.0018949509,0.081659794,259.0,-0.0061094444,-0.007331333,-0.04520989
0.0,0.0,0.0,0.0,15-43-23,0.06946206,-0.0018949509,0.081659794,259.0,-0.0061094444,-0.007331333,-0.04520989
0.0,0.0,0.0,0.0,15-43-23,0.06946206,-0.0018949509,0.081659794,259.0,-0.0061094444,-0.007331333,-0.04520989
0.0,0.0,0.0,0.0,15-43-23,0.39265025,-0.3213129,0.24359918,259.0,0.0024437779,0.030547222,-0.105082445
0.0,0.0,0.0,0.0,15-43-23,0.39265025,-0.3213129,0.24359918,259.0,0.0024437779,0.030547222,-0.105082445
0.0,0.0,0.0,0.0,15-43-23,-0.15539384,0.047769547,0.26635206,259.0,-0.017106444,0.0,-0.16862066
0.0,0.0,0.0,0.0,15-43-23,-0.15539384,0.047769547,0.26635206,259.0,-0.017106444,0.0,-0.16862066
0.0,0.0,0.0,0.0,15-43-23,-0.23210835,0.11299515,-0.19625211,259.0,-0.025659667,0.017106444,-0.08431033
0.0,0.0,0.0,0.0,15-43-23,-0.23210835,0.11299515,-0.19625211,259.0,-0.025659667,0.017106444,-0.08431033
0.0,0.0,0.0,0.0,15-43-23,-0.4743514,0.046629906,0.13649869,259.0,-0.040322334,0.032991,-0.043988
0.0,0.0,0.0,0.0,15-43-23,0.16903102,-0.21453667,-0.032602668,259.0,-0.02077211,0.029325332,0.048875555
0.0,0.0,0.0,0.0,15-43-23,0.16903102,-0.21453667,-0.032602668,259.0,-0.02077211,0.029325332,0.048875555
0.0,0.0,0.0,0.0,15-43-23,0.1079272,-0.3549261,0.15665555,259.0,-0.015884556,0.019550223,0.018328333
0.0,0.0,0.0,0.0,15-43-23,0.11970687,-0.355731,0.01616919,259.0,-0.025659667,0.0024437779,-0.043988
0.0,0.0,0.0,0.0,15-43-23,0.07110071,-0.22705841,-0.18028498,259.0,-0.025659667,0.0024437779,-0.043988
0.0,0.0,0.0,0.0,15-43-23,-0.057388544,-0.07400036,-0.15632617,259.0,0.0048875557,0.33357567,-0.024437778
0.0,0.0,0.0,0.0,15-43-23,-0.057388544,-0.07400036,-0.15632617,259.0,0.0048875557,0.33357567,-0.024437778
0.0,0.0,0.0,0.0,15-43-23,-0.0034840107,0.042438507,-0.50898576,259.0,0.0048875557,0.33357567,-0.024437778
0.0,0.0,0.0,0.0,15-43-23,-0.021557808,0.042137146,-0.48881114,259.0,-0.007331333,0.58650666,0.025659667
0.0,0.0,0.0,0.0,15-43-23,0.046806335,0.046818733,-0.4991815,259.0,-0.015884556,0.70869553,0.047653668
0.0,0.0,0.0,0.0,15-43-23,0.030208945,-0.17469025,-0.60684407,259.0,-0.095307335,1.4711542,0.16128933
0.0,0.0,0.0,0.0,15-43-23,0.030208945,-0.17469025,-0.60684407,259.0,-0.095307335,1.4711542,0.16128933
0.0,0.0,0.0,0.0,15-43-24,0.0778805,-0.33998203,-0.5215454,259.0,-0.14662667,1.616559,0.142961
0.0,0.0,0.0,0.0,15-43-24,0.071187735,-0.42529774,-0.011544347,259.0,-0.14662667,1.616559,0.142961
0.0,0.0,0.0,0.0,15-43-24,0.30397034,-0.46050453,0.14763415,258.0,-0.142961,1.6018963,0.0
0.0,0.0,0.0,0.0,15-43-24,-0.09411454,-0.34386158,-0.36382675,256.0,-0.31402543,1.748523,-0.33113188
0.0,0.0,0.0,0.0,15-43-24,-0.09411454,-0.34386158,-0.36382675,256.0,-0.31402543,1.748523,-0.33113188
0.0,0.0,0.0,0.0,15-43-24,0.072711706,-0.18632984,0.22119415,255.0,-0.21138678,1.9000373,-0.36656666
0.0,0.0,0.0,0.0,15-43-24,0.06746328,-0.18523502,0.2303747,255.0,-0.14418289,1.9757942,-0.4081109
0.0,0.0,0.0,0.0,15-43-24,0.1515218,-0.11418629,0.16145408,255.0,-0.085532226,2.0344448,-0.44843322
0.0,0.0,0.0,0.0,15-43-24,-0.18704617,-0.09242344,-0.6203017,252.0,-0.014662666,2.0955396,-0.30913788
0.0,0.0,0.0,0.0,15-43-24,-0.18704617,-0.09242344,-0.6203017,252.0,-0.014662666,2.0955396,-0.30913788
0.0,0.0,0.0,0.0,15-43-24,-0.21731007,0.18370438,-0.17426276,250.0,-0.10874811,2.2152843,-0.22360566
0.0,0.0,0.0,0.0,15-43-24,-0.21069396,0.28625107,-0.2543304,250.0,-0.10874811,2.2788227,-0.22238378
0.0,0.0,0.0,0.0,15-43-24,-0.1839788,-0.017353058,0.10165501,249.0,-0.11119189,2.308148,-0.21260867
0.0,0.0,0.0,0.0,15-43-24,-0.010123849,-0.2312231,0.76335335,243.0,-0.040322334,2.1065364,-0.27003744
0.0,0.0,0.0,0.0,15-43-24,-0.010123849,-0.2312231,0.76335335,243.0,-0.040322334,2.1065364,-0.27003744
0.0,0.0,0.0,0.0,15-43-24,0.15923631,0.16021252,0.5581455,241.0,0.0036656666,2.0197823,-0.296919
0.0,0.0,0.0,0.0,15-43-24,-0.12692237,0.06355572,-0.02109623,241.0,0.081866555,2.0344448,-0.28103444
0.0,0.0,0.0,0.0,15-43-24,-0.5352205,0.28451538,-0.61564875,239.0,0.07820089,2.0735452,-0.252931
0.0,0.0,0.0,0.0,15-43-24,0.2893722,-0.47297668,0.30848908,235.0,-0.13685155,2.055217,-0.241934
0.0,0.0,0.0,0.0,15-43-24,0.2893722,-0.47297668,0.30848908,235.0,-0.13685155,2.055217,-0.241934
0.0,0.0,0.0,0.0,15-43-24,-0.21328902,0.014759064,0.3729167,233.0,-0.10630433,2.0283356,-0.23704645
0.0,0.0,0.0,0.0,15-43-24,0.08002132,-0.0010404587,0.69277406,233.0,-0.10630433,2.0283356,-0.23704645
0.0,0.0,0.0,0.0,15-43-24,0.06080246,-0.13453674,0.10694718,231.0,0.030547222,2.0075636,-0.25781855
0.0,0.0,0.0,0.0,15-43-24,0.09026641,-0.04353428,-0.24423957,225.0,0.64515734,1.7167538,-0.48631176
0.0,0.0,0.0,0.0,15-43-24,0.09026641,-0.04353428,-0.24423957,225.0,0.64515734,1.7167538,-0.48631176
0.0,0.0,0.0,0.0,15-43-24,-0.31626648,-0.06290531,-2.077409,224.0,0.36901045,1.825502,-0.38978255
0.0,0.0,0.0,0.0,15-43-24,-0.5701643,-0.030133247,-1.2777781,222.0,0.10997,1.9098125,-0.3396851
0.0,0.0,0.0,0.0,15-43-24,-0.6455706,0.15141582,-0.66038513,222.0,-0.2541529,2.0686579,-0.1857271
0.0,0.0,0.0,0.0,15-43-24,-0.2669077,0.20046234,0.15355945,218.0,-0.22604944,2.3826833,0.14540477
0.0,0.0,0.0,0.0,15-43-24,-0.18804272,-0.120586395,-0.06607413,218.0,-0.22604944,2.3826833,0.14540477
0.0,0.0,0.0,0.0,15-43-24,-0.053058542,-0.2262516,0.14981556,215.0,-0.28470013,2.3276982,0.20038977
0.0,0.0,0.0,0.0,15-43-24,-0.04132647,-0.29114628,0.32490182,215.0,-0.33113188,2.2812667,0.21871811
0.0,0.0,0.0,0.0,15-43-24,0.029323071,-0.31937313,0.76711535,212.0,-0.33846322,2.1163116,0.19672412
0.0,0.0,0.0,0.0,15-43-24,0.390782,-0.75697803,0.9399133,201.0,-0.16128933,1.5933431,0.04154422
0.0,0.0,0.0,0.0,15-43-24,0.390782,-0.75697803,0.9399133,201.0,-0.16128933,1.5933431,0.04154422
0.0,0.0,0.0,0.0,15-43-24,0.5082727,-0.75847816,1.3418036,197.0,-0.10263867,1.1974511,-0.14784856
0.0,0.0,0.0,0.0,15-43-24,0.4176926,-0.6278372,1.4176817,194.0,-0.08308844,0.9775111,-0.21627434
0.0,0.0,0.0,0.0,15-43-24,0.30523634,0.015782356,1.5345926,194.0,-0.010997,0.5486281,-0.32257867
0.0,0.0,0.0,0.0,15-43-24,-0.5346605,0.92403316,0.14174461,188.0,0.19183655,-0.30913788,-0.175952
0.0,0.0,0.0,0.0,15-43-24,-0.5346605,0.92403316,0.14174461,188.0,0.19183655,-0.30913788,-0.175952
0.0,0.0,0.0,0.0,15-43-24,-0.5454139,0.6679802,-0.885519,185.0,0.06720389,-0.29080954,0.028103445
0.0,0.0,0.0,0.0,15-43-24,-0.58533764,0.54999256,-0.77914405,183.0,-0.024437778,-0.26148424,0.123410776
0.0,0.0,0.0,0.0,15-43-24,0.080965936,0.013380051,-0.09391713,183.0,-0.197946,-0.19550222,0.25904045
0.0,0.0,0.0,0.0,15-43-24,0.42285073,-0.5683212,0.9229784,180.0,-0.036656667,-0.40322334,0.087976
0.0,0.0,0.0,0.0,15-43-24,0.42285073,-0.5683212,0.9229784,180.0,-0.036656667,-0.40322334,0.087976
0.0,0.0,0.0,0.0,15-43-24,0.21353859,-0.12068939,0.69155085,178.0,0.052541222,-0.63904786,0.0048875557
0.0,0.0,0.0,0.0,15-43-24,-0.037572324,0.006375313,0.5900296,175.0,0.085532226,-0.7429084,0.0061094444
0.0,0.0,0.0,0.0,15-43-24,0.29298317,-0.3157444,0.52141047,175.0,0.11607944,-0.88464755,0.018328333
0.0,0.0,0.0,0.0,15-43-24,0.21000713,-0.44855118,0.91141784,168.0,0.15151422,-1.6788753,-0.24804345
0.0,0.0,0.0,0.0,15-43-24,0.21000713,-0.44855118,0.91141784,168.0,0.15151422,-1.6788753,-0.24804345
0.0,0.0,0.0,0.0,15-43-25,-0.2550031,0.10389233,0.6918105,165.0,0.164955,-1.9379158,-0.21505244
0.0,0.0,0.0,0.0,15-43-25,-0.6224443,0.5254507,-0.004048586,163.0,0.15884556,-1.9696848,-0.13807344
0.0,0.0,0.0,0.0,15-43-25,-0.68340737,0.514678,-0.1925838,163.0,0.16006744,-1.9635756,-0.047653668
0.0,0.0,0.0,0.0,15-43-25,-0.46418208,0.16712189,0.5641258,159.0,0.34823832,-2.176184,0.25781855
0.0,0.0,0.0,0.0,15-43-25,-0.46418208,0.16712189,0.5641258,159.0,0.34823832,-2.176184,0.25781855
0.0,0.0,0.0,0.0,15-43-25,-0.8610451,0.31645012,-0.472533,158.0,0.22116189,-2.3704646,0.39955768
0.0,0.0,0.0,0.0,15-43-25,-0.58001876,0.2733469,-0.8241966,157.0,0.12218889,-2.3325858,0.45820832
0.0,0.0,0.0,0.0,15-43-25,-0.12628278,-0.055345535,-0.30562925,157.0,0.029325332,-2.2727134,0.48753366
0.0,0.0,0.0,0.0,15-43-25,0.522759,-0.8161125,0.75934744,155.0,-0.014662666,-2.30937,0.39222634
0.0,0.0,0.0,0.0,15-43-25,0.522759,-0.8161125,0.75934744,155.0,-0.014662666,-2.30937,0.39222634
0.0,0.0,0.0,0.0,15-43-25,0.24174777,-0.3686266,0.44821024,155.0,0.087976,-2.8017912,0.1747301
0.0,0.0,0.0,0.0,15-43-25,0.09152228,-0.2450161,-0.15065432,155.0,0.10997,-2.8005693,0.131964
0.0,0.0,0.0,0.0,15-43-25,-0.33768356,-0.17633057,-0.12831306,155.0,0.11119189,-2.7419186,0.11363567
0.0,0.0,0.0,0.0,15-43-25,-0.7452457,-0.10500908,-0.054834604,157.0,0.13929534,-2.5561914,-0.046431776
0.0,0.0,0.0,0.0,15-43-25,-0.7452457,-0.10500908,-0.054834604,157.0,0.13929534,-2.5561914,-0.046431776
0.0,0.0,0.0,0.0,15-43-25,-0.60644984,0.38270378,-0.29305768,159.0,0.06964767,-2.551304,0.05620689
0.0,0.0,0.0,0.0,15-43-25,-0.64142215,0.2525587,-0.21127033,159.0,0.10752622,-2.310592,0.17717388
0.0,0.0,0.0,0.0,15-43-25,-0.5303817,0.24249649,-0.6393125,159.0,0.142961,-2.1407492,0.25904045
0.0,0.0,0.0,0.0,15-43-25,-0.48553514,-0.05184841,0.22232842,167.0,0.051319335,-1.5774585,0.39955768
0.0,0.0,0.0,0.0,15-43-25,-0.48553514,-0.05184841,0.22232842,167.0,0.051319335,-1.5774585,0.39955768
0.0,0.0,0.0,0.0,15-43-25,-0.023617506,-0.14678288,0.4210124,169.0,0.039100446,-1.6458843,0.39955768
0.0,0.0,0.0,0.0,15-43-25,0.4340377,-0.5981703,0.2890532,172.0,0.07575711,-1.6519938,0.36901045
0.0,0.0,0.0,0.0,15-43-25,0.6220101,-0.79997635,0.22087097,174.0,0.10874811,-1.7020912,0.23704645
0.0,0.0,0.0,0.0,15-43-25,-0.7808775,0.20686436,0.053717136,178.0,0.07820089,-2.047886,-0.27736878
0.0,0.0,0.0,0.0,15-43-25,-0.7808775,0.20686436,0.053717136,178.0,0.07820089,-2.047886,-0.27736878
0.0,0.0,0.0,0.0,15-43-25,-0.78574634,0.20228195,-0.041296482,180.0,0.09408545,-2.0405545,-0.230937
0.0,0.0,0.0,0.0,15-43-25,-0.76171756,0.32931232,-0.18485785,180.0,0.15151422,-1.8951498,-0.10386056
0.0,0.0,0.0,0.0,15-43-25,-0.65345883,0.25348282,-0.06179142,180.0,0.16984256,-1.8071736,-0.023215888
0.0,0.0,0.0,0.0,15-43-25,-0.18538141,-0.21085453,0.20559537,190.0,0.12585455,-1.8047299,0.06476011
0.0,0.0,0.0,0.0,15-43-25,-0.18538141,-0.21085453,0.20559537,190.0,0.12585455,-1.8047299,0.06476011
0.0,0.0,0.0,0.0,15-43-25,-0.52100873,-0.04862404,0.4765668,190.0,0.09652922,-1.9684631,0.07086956
0.0,0.0,0.0,0.0,15-43-25,-0.6070969,0.2420826,0.079164386,194.0,0.17228633,-1.9366938,0.186949
0.0,0.0,0.0,0.0,15-43-25,-0.6070969,0.2420826,0.079164386,194.0,0.17228633,-1.9366938,0.186949
0.0,0.0,0.0,0.0,15-43-25,-0.086189985,-0.26699257,0.13208258,205.0,0.072091445,-1.8597149,0.263928
0.0,0.0,0.0,0.0,15-43-25,-0.086189985,-0.26699257,0.13208258,205.0,0.061094444,-1.9000373,0.230937
0.0,0.0,0.0,0.0,15-43-25,-0.086189985,-0.26699257,0.13208258,210.0,0.061094444,-1.9000373,0.230937
0.0,0.0,0.0,0.0,15-43-25,-0.1982243,-0.30433464,0.152578,214.0,0.029325332,-2.0417764,0.15151422
0.0,0.0,0.0,0.0,15-43-25,-0.17145395,-0.28476048,0.395303,214.0,0.029325332,-2.0417764,0.15151422
0.0,0.0,0.0,0.0,15-43-25,-0.75346875,-0.3895235,1.3397495,221.0,-0.31769112,0.105082445,0.1857271
0.0,0.0,0.0,0.0,15-43-25,-0.75346875,-0.3895235,1.3397495,221.0,-0.31769112,0.105082445,0.1857271
0.0,0.0,0.0,0.0,15-43-25,-0.047177076,0.22340012,1.5424683,221.0,0.18328333,-0.21994,0.20772111
0.0,0.0,0.0,0.0,15-43-25,-0.8458152,0.5965519,-1.066875,224.0,0.35923535,-0.15640178,0.2517091
0.0,0.0,0.0,0.0,15-43-25,-0.8458152,0.5965519,-1.066875,224.0,0.35923535,-0.15640178,0.2517091
0.0,0.0,0.0,0.0,15-43-25,0.9537506,-1.2437983,-0.84584856,231.0,0.22849323,-0.036656667,0.32135677
0.0,0.0,0.0,0.0,15-43-25,0.9537506,-1.2437983,-0.84584856,231.0,0.22849323,-0.036656667,0.32135677
